# TESS Quaternions downsampled to end-user cadences
# Sector: 	1
# Camera: 	2
# Cadence:	FFI
# This file contains TESS quaternions that have been downsampled from the TESS
# native 2-second exposures to the end-user product cadence (e.g .20s/120s/FFI)
# For more information See:
#     - The github repo that created this file at https://github.com/tylerapritchard/TESSQuats
#     - The TESS Instrument Handbook at https://archive.stsci.edu/missions-and-data/tess
#     - The original quaternion engineering files at https://archive.stsci.edu/missions-and-data/tess/data-products
# Please check the TESS Sector Data Release Notes at https://archive.stsci.edu/tess/tess_drn.html
# for information regarding the telescope pointing and tracking (in addition to other image quality information) as
# for some sectors/cameras alternative camera quaternions are substituted for a variety of programattic reasons.

# Column Descriptions:
# Cadence #: Cadence index from the source tpf
# MidTime: The exposure midpoint in spacecraft corrected time (i.e. tpf.time)
# TimeCorr: The Time Correction for spacecraft to Barycentric time at that cadence
# Quat_Start: The timestamp of the earliest quaternion used in the bin
# Quat_Stop: The timestamp of the last quaternion used in the bin
# Quat_MIN_FOM: The worst Figure of Merit from the source quaternions
# Quat_MIN_NUM_GSUSED: The lowest number of guide stars used in the source quaternions
# Quat_NBinned: The number of quaternions binned into this final result.
# Quat[1-4]_Med: The Quaternion #[1-4] median value from the binned values 
# Quat[1-4]_StdDev: The standard deviation of Quaternion #[1-4] binned values
# Quat[1-4]_SigClip: The Sigma-Clipped Standard Deviation of Quaternion #[1-4] binned values
# Quat[1-4]_CRM_Med: The Quaternion #[1-4] median value with the highest and lowest values excluded 

# Earth_Distance: Distance to Earth in Earth Radii 

# Earth_Camera_Angle: Angle of Earth from Camera Boresight in Degrees 

# Earth_Camera_Azimuth: Azimuth of Earth around Camera Boresight in Degrees 

# Moon_Distance: Distance to Moon in Earth Radii 

# Moon_Camera_Angle: Angle of Moon from Camera Boresight in Degrees 

# Moon_Camera_Azimuth: Azimuth of Moon around Camera Boresight in Degrees 

# Earth_Spacecraft_Angle: Angle of Earth from Spacecraft Boresight in Degrees 

# Earth_Spacecraft_Azimuth: Azimuth of Earth around Spacecraft Boresight in Degrees 

# Moon_Spacecraft_Angle: Angle of Moon from Sacecraft Boresight in Degrees 

# Moon_Spacecraft_Azimuth: Azimuth of Moon around Spacecraft Boresight in Degrees 

# FFIFile: The FFI file assosciated with this observing cadence
# Processing Date-Time: 2024-07-13

Cadence,MidTime,TimeCorr,Segment,Quat_Start,Quat_Stop,Quat_MIN_FOM,Quat_MIN_NUM_GSUSED,Quat_NBinned,Quat1_Med,Quat1_StdDev,Quat1_StdDev_SigClip,Quat2_Med,Quat2_StdDev,Quat2_StdDev_SigClip,Quat3_Med,Quat3_StdDev,Quat3_StdDev_SigClip,Quat4_Med,Quat4_StdDev,Quat4_StdDev_SigClip,Earth_Distance,Earth_Camera_Angle,Earth_Camera_Azimuth,Moon_Distance,Moon_Camera_Angle,Moon_Camera_Azimuth,Earth_Spacecraft_Angle,Earth_Spacecraft_Azimuth,Moon_Spacecraft_Angle,Moon_Spacecraft_Azimuth,FFIFile
0.0,1325.327419091052,0.003907251637428999,1.0,1325.3131179656282,1325.3339281432688,236.0,198.0,900.0,5.270650169322726e-07,1.1150995677125105e-06,1.1150995677125105e-06,1.46564422572843e-06,6.393998858773192e-07,6.359227729051952e-07,-1.4145712142504549e-08,1.2717132939948117e-06,1.258515961494328e-06,0.999999999997524,1.8479869416469342e-12,1.3152297566758436e-12,20.3395949761793,96.142377973671,147.025922426027,61.9856623799602,56.0400186090956,67.6914933203034,3.94266915721338,327.151431721363,28.7473558734787,327.151431721363,tess2018206192942-s0001-2-1-0120-s_ffi
1.0,1325.348252445362,0.003907280974090099,1.0,1325.3339512914088,1325.354761469051,236.0,199.0,900.0,5.7887964250145e-07,1.14364931474329e-06,1.14364931474329e-06,1.48533973941601e-06,8.762128689683559e-07,8.719082301540323e-07,-2.913664381876885e-08,1.3220669821126392e-06,1.3220669821126392e-06,0.999999999997607,2.414927658095231e-12,1.916638582144766e-12,20.556560185391,95.6025224684468,145.559611403553,62.4762629463177,56.0072034748488,67.6480027728449,4.31017227762753,325.636227652931,28.7714596464857,325.636227652931,tess2018206195942-s0001-2-1-0120-s_ffi
2.0,1325.369085799206,0.003907309845089912,1.0,1325.354784617191,1325.3755947948302,236.0,199.0,900.0,5.095127140577165e-07,1.0340369731136711e-06,7.366136207924054e-07,1.498675242517775e-06,9.172047437504313e-07,8.652483473348315e-07,-7.72404675163789e-08,1.3321651786659678e-06,1.0918283493074271e-06,0.9999999999978955,6.906706450725644e-12,1.3279895730696155e-12,20.7766606743965,95.0705052135049,144.126789922988,62.9643652412635,55.9728842529005,67.5930807545817,4.66702687722935,324.151496121695,28.7949565927111,324.151496121695,tess2018206202942-s0001-2-1-0120-s_ffi
3.0,1325.389919153049,0.0039073387160897255,1.0,1325.3756179429702,1325.3964281206108,236.0,198.0,900.0,4.62675791244617e-07,1.0712768024119985e-06,8.451504814000683e-07,1.3863723324349002e-06,5.084348554285027e-07,4.757085584437966e-07,-8.6087821703025e-08,1.094779184249045e-06,9.830155415359157e-07,0.9999999999982605,2.1847000195082277e-12,9.396491044350503e-13,20.9996761449503,94.5466699725364,142.726504587229,63.4497370653159,55.9370917319025,67.5272895058491,5.01332112064694,322.696648112082,28.8179224333732,322.696648112082,tess2018206205942-s0001-2-1-0120-s_ffi
4.0,1325.410752506427,0.003907367121428251,1.0,1325.3964512687508,1325.4172614463916,236.0,199.0,900.0,5.1713177247721e-07,1.0459812081854784e-06,1.0349762627938015e-06,1.379322417769665e-06,6.343365333845084e-07,6.110792081175832e-07,-6.2799674814299e-08,1.1215841105625685e-06,1.0047685183744964e-06,0.9999999999980516,1.9209778536381784e-12,1.251423540860839e-12,21.2253952994276,94.0312993677573,141.357808137203,63.9321688921346,55.8998615862198,67.4511693808342,5.34917173603619,321.271079180714,28.8404245235661,321.271079180714,tess2018206212942-s0001-2-1-0120-s_ffi
5.0,1325.4315858598056,0.003907395526766777,1.0,1325.4172845945313,1325.4380947721722,236.0,198.0,900.0,5.347286486850626e-07,9.79213190699222e-07,7.785647547098017e-07,1.397128461089885e-06,5.119402367337138e-07,5.119402367337138e-07,-7.156196841296859e-08,1.0429097600102998e-06,9.93996742770098e-07,0.999999999998159,3.072852793358441e-12,1.0528753999952526e-12,21.4536157754661,93.524620392638,140.019763485839,64.4114724127489,55.861233516042,67.365238685055,5.67472009748042,319.874173417755,28.8625225812346,319.874173417755,tess2018206215942-s0001-2-1-0120-s_ffi
6.0,1325.4524192127185,0.0039074234664440155,1.0,1325.4381179203122,1325.4589280979542,236.0,198.0,900.0,5.174285829876435e-07,1.1806924461837482e-06,1.0954378596658248e-06,1.388801558970285e-06,6.023412464023403e-07,5.458828148140051e-07,6.48473645901021e-08,1.2078725217504312e-06,1.131444776664768e-06,0.9999999999979494,3.123641498459454e-12,1.3308192589190083e-12,21.6841440333474,93.0268096619667,138.711447064045,64.8874791170667,55.821250478448,67.2699937082808,5.99012861598838,318.505306988125,28.884269372966,318.505306988125,tess2018206222942-s0001-2-1-0120-s_ffi
7.0,1325.4732525651666,0.003907450940459967,1.0,1325.458951246094,1325.4797614237334,236.0,199.0,900.0,4.987396385750225e-07,1.1372425141608585e-06,1.1318457027771166e-06,1.4041412606487599e-06,9.814748161452852e-07,9.814748161452852e-07,-3.80759119539137e-08,1.2984481531394062e-06,1.284375371597105e-06,0.9999999999975495,2.3762609570851557e-12,1.8201400518312244e-12,21.9167952034772,92.5379983731162,137.431951557202,65.3600389221294,55.7799580043124,67.1659089204603,6.29557743586896,317.163851279066,28.9057113548174,317.163851279066,tess2018206225942-s0001-2-1-0120-s_ffi
8.0,1325.4940859176124,0.003907478414475918,1.0,1325.4797845718733,1325.5005947495142,236.0,198.0,900.0,6.238620394327454e-07,8.231026399139554e-07,7.700846527548431e-07,1.45567704755546e-06,8.582162707600298e-07,8.424078914813354e-07,-4.286584772457115e-08,1.240267589574433e-06,1.1982334268397764e-06,0.999999999997916,2.158834100849837e-12,1.4561386775917468e-12,22.1513929012715,92.0582769614356,136.180388105361,65.8290188544403,55.7374035948307,67.0534373019481,6.59126142974415,315.84917568144,28.9268892681732,315.84917568144,tess2018206232942-s0001-2-1-0120-s_ffi
9.0,1325.514919270059,0.003907505888491869,1.0,1325.500617897654,1325.5214280752948,236.0,199.0,900.0,5.19615446863606e-07,1.0857031622454228e-06,1.0431137660746816e-06,1.455974695516985e-06,5.300364864971676e-07,5.271918069195295e-07,-1.600666592962325e-08,1.3328423433412138e-06,1.2866863368336323e-06,0.9999999999976805,2.3501406606222494e-12,1.3837326255255025e-12,22.3877690144637,91.5876994449913,134.955888045147,66.2943017873845,55.6936361905224,66.93301078305,6.87738747960604,314.560650043544,28.9478386922313,314.560650043544,tess2018206235942-s0001-2-1-0120-s_ffi
